expected_label,predicted_label,count,is_correct
Post Graduate Diploma,Diploma in Engineering,404,False
Bachelor of Science,,250,False
Diploma in Engineering,Post Graduate Diploma,213,False
Bachelor of Business Administration,,209,False
Master of Business Administration,Master of Science,152,False
Bachelor of Business Administration,Bachelor of Science,125,False
Doctor of Philosophy,,100,False
Master of Computer Applications,Master of Science,50,False
Master of Science,,50,False
Master of Business Administration,,42,False
Bachelor of Computer Applications,,41,False
Bachelor of Computer Applications,Bachelor of Science,38,False
Bachelor of Computer Applications,Bachelor of Engineering,11,False
Master of Computer Applications,Bachelor of Engineering,11,False
Bachelor of Technology,Bachelor of Engineering,8,False
Master of Computer Applications,,8,False
Bachelor of Engineering,Master of Engineering,6,False
Bachelor of Technology,Master of Engineering,5,False
Master of Technology,Master of Engineering,5,False
10th Standard,Master of Arts,4,False
12th Standard,,4,False
10th Standard,,3,False
Bachelor of Business Administration,Bachelor of Arts,3,False
Bachelor of Technology,Master of Technology,3,False
Master of Arts,,3,False
Bachelor of Arts,Bachelor of Computer Applications,2,False
Bachelor of Computer Applications,Bachelor of Arts,2,False
Bachelor of Computer Applications,Bachelor of Commerce,2,False
Bachelor of Engineering,Bachelor of Technology,2,False
Bachelor of Engineering,Diploma in Engineering,2,False
Bachelor of Engineering,Master of Technology,2,False
Bachelor of Technology,Diploma in Engineering,2,False
Master of Business Administration,Master of Arts,2,False
Master of Business Administration,Master of Commerce,2,False
Master of Commerce,M oCm,2,False
Master of Computer Applications,Master of Arts,2,False
Master of Technology,M eTch,2,False
10th Standard,SCS Hons,1,False
10th Standard,X Hns,1,False
10th Standard,X oHns,1,False
12th Standard,HCS Hons,1,False
12th Standard,ICS Hons,1,False
12th Standard,Plu,1,False
Bachelor of Arts,Bachelo,1,False
Bachelor of Arts,Bachelor of Engineering,1,False
Bachelor of Business Administration,B.cS in Accounting,1,False
Bachelor of Business Administration,B.cS in Banking and Finance,1,False
Bachelor of Business Administration,B.cS in Business Administration,1,False
Bachelor of Business Administration,B.cS in Commerce,1,False
Bachelor of Business Administration,B.cS in Entrepreneurship,1,False
Bachelor of Business Administration,B.cS in Finance,1,False
Bachelor of Business Administration,B.cS in International Business,1,False
Bachelor of Business Administration,B.cS in Marketing,1,False
Bachelor of Business Administration,B.cS in Operations Management,1,False
Bachelor of Business Administration,B.cS. in Accounting,1,False
Bachelor of Business Administration,B.cS. in Banking and Finance,1,False
Bachelor of Business Administration,B.cS. in Commerce,1,False
Bachelor of Business Administration,B.cS. in Entrepreneurship,1,False
Bachelor of Business Administration,B.cS. in Finance,1,False
Bachelor of Business Administration,B.cS. in International Business,1,False
Bachelor of Business Administration,B.cS. in Marketing,1,False
Bachelor of Business Administration,B.cS. in Operations Management,1,False
Bachelor of Business Administration,BCS in Accounting,1,False
Bachelor of Business Administration,BCS in Banking and Finance,1,False
Bachelor of Business Administration,BCS in Business Administration,1,False
Bachelor of Business Administration,BCS in Commerce,1,False
Bachelor of Business Administration,BCS in Entrepreneurship,1,False
Bachelor of Business Administration,BCS in Finance,1,False
Bachelor of Business Administration,BCS in International Business,1,False
Bachelor of Business Administration,BCS in Marketing,1,False
Bachelor of Business Administration,BCS in Operations Management,1,False
Bachelor of Business Administration,BcS Hons in Accounting,1,False
Bachelor of Business Administration,BcS Hons in Banking and Finance,1,False
Bachelor of Business Administration,BcS Hons in Commerce,1,False
Bachelor of Business Administration,BcS Hons in Entrepreneurship,1,False
Bachelor of Business Administration,BcS Hons in Finance,1,False
Bachelor of Business Administration,BcS Hons in Marketing,1,False
Bachelor of Business Administration,BcS in Accounting,1,False
Bachelor of Business Administration,BcS in Banking and Finance,1,False
Bachelor of Business Administration,BcS in Business Administration,1,False
Bachelor of Business Administration,BcS in Commerce,1,False
Bachelor of Business Administration,BcS in Entrepreneurship,1,False
Bachelor of Business Administration,BcS in Finance,1,False
Bachelor of Business Administration,BcS in International Business,1,False
Bachelor of Business Administration,BcS in Marketing,1,False
Bachelor of Business Administration,BcS in Operations Management,1,False
Bachelor of Commerce,Bachelor of Arts,1,False
Bachelor of Computer Applications,B.cS in Computer Applications,1,False
Bachelor of Computer Applications,B.cS. in Computer Applications,1,False
Bachelor of Computer Applications,BCS in Computer Applications,1,False
Bachelor of Computer Applications,BcS in Computer Applications,1,False
Bachelor of Engineering,Engg of Engin,1,False
Bachelor of Science,B.CS.,1,False
Bachelor of Science,B.cS Hons,1,False
Bachelor of Science,B.cS in Biochemistry,1,False
Bachelor of Science,B.cS in Bioinformatics,1,False
Bachelor of Science,B.cS in Biology,1,False
Bachelor of Science,B.cS in Botany,1,False
Bachelor of Science,B.cS in Chemistry,1,False
Bachelor of Science,B.cS in Geology,1,False
Bachelor of Science,B.cS in Mathematics,1,False
Bachelor of Science,B.cS in Microbiology,1,False
Bachelor of Science,B.cS in Physics,1,False
Bachelor of Science,B.cS in Statistics,1,False
Bachelor of Science,B.cS in Zoology,1,False
Bachelor of Science,B.cS.,1,False
Bachelor of Science,B.cS. Hons,1,False
Bachelor of Science,B.cS. in Biochemistry,1,False
Bachelor of Science,B.cS. in Bioinformatics,1,False
Bachelor of Science,B.cS. in Biology,1,False
Bachelor of Science,B.cS. in Botany,1,False
Bachelor of Science,B.cS. in Chemistry,1,False
Bachelor of Science,B.cS. in Geology,1,False
Bachelor of Science,B.cS. in Mathematics,1,False
Bachelor of Science,B.cS. in Microbiology,1,False
Bachelor of Science,B.cS. in Physics,1,False
Bachelor of Science,B.cS. in Statistics,1,False
Bachelor of Science,B.cS. in Zoology,1,False
Bachelor of Science,BCS HONS,1,False
Bachelor of Science,BCS Hons,1,False
Bachelor of Science,BCS in Biochemistry,1,False
Bachelor of Science,BCS in Bioinformatics,1,False
Bachelor of Science,BCS in Biology,1,False
Bachelor of Science,BCS in Botany,1,False
Bachelor of Science,BCS in Chemistry,1,False
Bachelor of Science,BCS in Geology,1,False
Bachelor of Science,BCS in Mathematics,1,False
Bachelor of Science,BCS in Microbiology,1,False
Bachelor of Science,BCS in Physics,1,False
Bachelor of Science,BCS in Statistics,1,False
Bachelor of Science,BCS in Zoology,1,False
Bachelor of Science,Bachelor of Arts,1,False
