expected_label,predicted_label,count,is_correct
Bachelor of Commerce||Finance,__NONE__||__NONE__,5,False
Bachelor of Arts||Mass Communication,__NONE__||__NONE__,4,False
Bachelor of Business Administration||Business Administration,__NONE__||__NONE__,4,False
Bachelor of Commerce||Banking and Finance,__NONE__||__NONE__,4,False
Bachelor of Commerce||Commerce,__NONE__||__NONE__,4,False
Bachelor of Engineering||Biotechnology Engineering,__NONE__||__NONE__,4,False
Bachelor of Science||Biology,__NONE__||__NONE__,4,False
Bachelor of Science||Computer Science and Engineering,__NONE__||__NONE__,4,False
Bachelor of Science||Environmental Science,__NONE__||__NONE__,4,False
Bachelor of Science||Mathematics,__NONE__||__NONE__,4,False
Bachelor of Technology||Aerospace Engineering,__NONE__||__NONE__,4,False
Bachelor of Technology||Artificial Intelligence and Machine Learning,__NONE__||__NONE__,4,False
Bachelor of Technology||Civil Engineering,__NONE__||__NONE__,4,False
Bachelor of Technology||Data Science,__NONE__||__NONE__,4,False
Bachelor of Technology||Environmental Engineering,__NONE__||__NONE__,4,False
Doctor of Philosophy||Architecture,__NONE__||__NONE__,4,False
Doctor of Philosophy||Botany,__NONE__||__NONE__,4,False
Doctor of Philosophy||Business Administration,__NONE__||__NONE__,4,False
Doctor of Philosophy||Design,__NONE__||__NONE__,4,False
Doctor of Philosophy||Environmental Engineering,__NONE__||__NONE__,4,False
Doctor of Philosophy||Marketing,__NONE__||__NONE__,4,False
Doctor of Philosophy||Microbiology,__NONE__||__NONE__,4,False
Doctor of Philosophy||Physics,__NONE__||__NONE__,4,False
Master of Commerce||Banking and Finance,__NONE__||__NONE__,4,False
Master of Commerce||Finance,__NONE__||__NONE__,4,False
Master of Engineering||Electrical Engineering,__NONE__||__NONE__,4,False
Master of Science||Computer Science and Engineering,__NONE__||__NONE__,4,False
Master of Science||Environmental Science,__NONE__||__NONE__,4,False
Bachelor of Arts||Economics,Bachelor of Arts||__NONE__,3,False
Bachelor of Arts||English,__NONE__||__NONE__,3,False
