expected_label,predicted_label,count,is_correct
Bachelor of Science||Computer Science and Engineering,Bachelor of Science||__NONE__,35,False
Master of Science||Computer Science and Engineering,Master of Science||__NONE__,35,False
Bachelor of Business Administration||Accounting,Bachelor of Science||Accounting,30,False
Bachelor of Business Administration||Banking and Finance,Bachelor of Science||Banking and Finance,30,False
Bachelor of Business Administration||Business Administration,Bachelor of Science||Business Administration,30,False
Bachelor of Business Administration||Commerce,Bachelor of Science||Commerce,30,False
Bachelor of Business Administration||Entrepreneurship,Bachelor of Science||Entrepreneurship,30,False
Bachelor of Business Administration||Finance,Bachelor of Science||Finance,30,False
Bachelor of Business Administration||Human Resources Management,Bachelor of Science||Human Resources Management,30,False
Bachelor of Business Administration||International Business,Bachelor of Science||International Business,30,False
Bachelor of Business Administration||Marketing,Bachelor of Science||Marketing,30,False
Bachelor of Business Administration||Operations Management,Bachelor of Science||Operations Management,30,False
Bachelor of Computer Applications||Computer Applications,Bachelor of Science||Computer Applications,30,False
Doctor of Philosophy||Computer Science and Engineering,Doctor of Philosophy||__NONE__,30,False
Master of Business Administration||Accounting,Master of Science||Accounting,30,False
Master of Business Administration||Banking and Finance,Master of Science||Banking and Finance,30,False
Master of Business Administration||Business Administration,Master of Science||Business Administration,30,False
Master of Business Administration||Commerce,Master of Science||Commerce,30,False
Master of Business Administration||Entrepreneurship,Master of Science||Entrepreneurship,30,False
Master of Business Administration||Finance,Master of Science||Finance,30,False
Master of Business Administration||Human Resources Management,Master of Science||Human Resources Management,30,False
Master of Business Administration||International Business,Master of Science||International Business,30,False
Master of Business Administration||Marketing,Master of Science||Marketing,30,False
Master of Business Administration||Operations Management,Master of Science||Operations Management,30,False
Master of Computer Applications||Computer Applications,Master of Science||Computer Applications,30,False
Bachelor of Computer Applications||Computer Science (Applications),Bachelor of Science||Computer Science (Applications),24,False
Master of Computer Applications||Computer Science (Applications),Master of Science||Computer Science (Applications),24,False
Diploma in Engineering||Aerospace Engineering,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Artificial Intelligence and Machine Learning,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Biotechnology Engineering,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Computer Science and Engineering,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Electrical Engineering,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Electronics and Communication Engineering,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Instrumentation Engineering,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Metallurgical Engineering,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Production Engineering,Diploma in Engineering||__NONE__,15,False
Diploma in Engineering||Textile Engineering,Diploma in Engineering||__NONE__,15,False
Post Graduate Diploma||Accounting,Diploma in Engineering||Accounting,15,False
Post Graduate Diploma||Banking and Finance,Diploma in Engineering||Banking and Finance,15,False
Post Graduate Diploma||Business Administration,Diploma in Engineering||Business Administration,15,False
Post Graduate Diploma||Commerce,Diploma in Engineering||Commerce,15,False
Post Graduate Diploma||Entrepreneurship,Diploma in Engineering||Entrepreneurship,15,False
Post Graduate Diploma||Finance,Diploma in Engineering||Finance,15,False
Post Graduate Diploma||Human Resources Management,Diploma in Engineering||__NONE__,15,False
Post Graduate Diploma||International Business,Diploma in Engineering||International Business,15,False
Post Graduate Diploma||Marketing,Diploma in Engineering||Marketing,15,False
Post Graduate Diploma||Operations Management,Diploma in Engineering||Operations Management,15,False
Bachelor of Computer Applications||__NONE__,Bachelor of Engineering||__NONE__,6,False
Master of Computer Applications||__NONE__,Bachelor of Engineering||__NONE__,6,False
Bachelor of Business Administration||Human Resources Management,Bachelor of Business Administration||__NONE__,5,False
Bachelor of Engineering||Aerospace Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Artificial Intelligence and Machine Learning,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Biotechnology Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Computer Science and Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Electrical Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Electronics and Communication Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Instrumentation Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Metallurgical Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Production Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Engineering||Textile Engineering,Bachelor of Engineering||__NONE__,5,False
Bachelor of Technology||Aerospace Engineering,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Artificial Intelligence and Machine Learning,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Biotechnology Engineering,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Computer Science and Engineering,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Electrical Engineering,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Electronics and Communication Engineering,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Instrumentation Engineering,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Metallurgical Engineering,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Production Engineering,Bachelor of Technology||__NONE__,5,False
Bachelor of Technology||Textile Engineering,Bachelor of Technology||__NONE__,5,False
Master of Business Administration||Human Resources Management,Master of Business Administration||__NONE__,5,False
Master of Engineering||Aerospace Engineering,Master of Engineering||__NONE__,5,False
Master of Engineering||Artificial Intelligence and Machine Learning,Master of Engineering||__NONE__,5,False
Master of Engineering||Biotechnology Engineering,Master of Engineering||__NONE__,5,False
Master of Engineering||Computer Science and Engineering,Master of Engineering||__NONE__,5,False
Master of Engineering||Electrical Engineering,Master of Engineering||__NONE__,5,False
Master of Engineering||Electronics and Communication Engineering,Master of Engineering||__NONE__,5,False
Master of Engineering||Instrumentation Engineering,Master of Engineering||__NONE__,5,False
Master of Engineering||Metallurgical Engineering,Master of Engineering||__NONE__,5,False
Master of Engineering||Production Engineering,Master of Engineering||__NONE__,5,False
Master of Engineering||Textile Engineering,Master of Engineering||__NONE__,5,False
Master of Technology||Aerospace Engineering,Master of Technology||__NONE__,5,False
Master of Technology||Artificial Intelligence and Machine Learning,Master of Technology||__NONE__,5,False
Master of Technology||Biotechnology Engineering,Master of Technology||__NONE__,5,False
Master of Technology||Computer Science and Engineering,Master of Technology||__NONE__,5,False
Master of Technology||Electrical Engineering,Master of Technology||__NONE__,5,False
Master of Technology||Electronics and Communication Engineering,Master of Technology||__NONE__,5,False
Master of Technology||Instrumentation Engineering,Master of Technology||__NONE__,5,False
Master of Technology||Metallurgical Engineering,Master of Technology||__NONE__,5,False
Master of Technology||Production Engineering,Master of Technology||__NONE__,5,False
Master of Technology||Textile Engineering,Master of Technology||__NONE__,5,False
Post Graduate Diploma||Human Resources Management,Post Graduate Diploma||__NONE__,5,False
Post Graduate Diploma||__NONE__,Post Graduate Diploma||Business Administration,4,False
Bachelor of Engineering||__NONE__,Master of Engineering||__NONE__,3,False
Master of Technology||__NONE__,Master of Engineering||__NONE__,2,False
Bachelor of Science||__NONE__,Bachelor of Arts||__NONE__,1,False
Bachelor of Science||__NONE__,Bachelor of Engineering||__NONE__,1,False
Bachelor of Science||__NONE__,Bachelor of Technology||__NONE__,1,False
Bachelor of Science||__NONE__,Enginering in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Tecnolgy in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Tecnology in Science||__NONE__,1,False
Bachelor of Technology||__NONE__,Bachelor of Engineering||__NONE__,1,False
Bachelor of Technology||__NONE__,Diploma in Engineering||__NONE__,1,False
Bachelor of Technology||__NONE__,Master of Engineering||__NONE__,1,False
Bachelor of Technology||__NONE__,Master of Technology||__NONE__,1,False
